Unix Timestamp,Value
1733841165.6747305,-0.05
1733841165.8759203,-0.09
1733841166.0792985,-0.14
1733841166.2812777,-0.2
1733841166.4824612,-0.28
1733841166.6895137,-0.36
1733841166.8960993,-0.46
1733841167.0973709,-0.57
1733841167.299203,-0.68
1733841167.5003605,-0.79
1733841167.7023792,-0.9
1733841167.9035363,-1.01
1733841168.105293,-1.1
1733841168.306961,-1.18
1733841168.5086339,-1.24
1733841168.7100677,-1.28
1733841168.9115784,-1.3
1733841169.1128361,-1.29
1733841169.3143404,-1.26
1733841169.5157301,-1.19
1733841169.7170637,-1.1
1733841169.9202092,-0.99
1733841170.1213372,-0.85
1733841170.3241913,-0.69
1733841170.527882,-0.52
1733841170.731413,-0.33
1733841170.9332545,-0.13
1733841171.1344461,0.07
1733841171.3353896,0.27
1733841171.5366497,0.46
1733841171.7379525,0.64
1733841171.939122,0.8
1733841172.142131,0.95
1733841172.3467171,1.07
1733841172.579286,1.17
1733841172.7849224,1.24
1733841172.9867318,1.28
1733841173.1884193,1.3
1733841173.3907847,1.29
1733841173.5938075,1.26
1733841173.7952359,1.2
1733841173.9993606,1.13
1733841174.2130022,1.04
1733841174.4169009,0.93
1733841174.6180987,0.83
1733841174.82679,0.71
1733841175.0344827,0.6
1733841175.2362034,0.49
1733841175.4448266,0.39
1733841175.650557,0.3
1733841175.8520994,0.22
1733841176.0540223,0.16
1733841176.2618601,0.1
1733841176.4640298,0.06
1733841176.665632,0.03
1733841176.8667753,0.01
1733841177.068171,0.0
1733841177.2693932,0.0
1733841177.4709303,0.0
1733841177.671882,-0.0
1733841177.8758562,-0.0
1733841178.0776849,-0.01
1733841178.2809536,-0.03
1733841178.4825442,-0.06
1733841178.684287,-0.1
1733841178.885962,-0.15
1733841179.0881615,-0.21
